trial,relayerA_label,relayerA_result,relayerA_error,relayerA_latency_ms,relayerB_label,relayerB_result,relayerB_txHash,relayerB_latency_ms,failover_latency_ms,block_number,success,notes
"1","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","803","Candide-Public (permissionless, no API key required)","SUCCESS","0x1f3f1fdbae84d9f72712c5f09e5f61144d3957c1960dc4987307e9522e77fa0b","349","803","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"2","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","813","Candide-Public (permissionless, no API key required)","SUCCESS","0xd2fa981a272457f30e94d4d0beb680dd49cde5f8217971e3d877fe916d9c831d","999","813","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"3","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","844","Candide-Public (permissionless, no API key required)","SUCCESS","0x13ad4c7d533dc107b1c51d56b9a73387b254a18b5bfc42358896820ab1c3338b","350","844","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"4","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","1081","Candide-Public (permissionless, no API key required)","SUCCESS","0x723fef99d8ef88cfa1284f68fc53ffffd0818e762a7539094c939da76c2e084c","333","1081","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"5","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","774","Candide-Public (permissionless, no API key required)","SUCCESS","0x7d81ba088ab89f455773aa891bbc8bc408c80d522d46b92426b245b16a1c84c2","338","774","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"6","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","786","Candide-Public (permissionless, no API key required)","SUCCESS","0xc9ef81915e9e7362e7537dfdaa8dcce3fa014131a3b075155eb06be4cc2f7e3f","356","786","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"7","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","783","Candide-Public (permissionless, no API key required)","SUCCESS","0x5451fccff51aee43bc4733c301967ce54c4fb4b9acf8827b37b123fb08479d90","348","783","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"8","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","861","Candide-Public (permissionless, no API key required)","SUCCESS","0x9303b3a2e2198e7295ea6938ac06e5e6199f16fa195d1601aa0781bc176e612f","409","861","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"9","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","1086","Candide-Public (permissionless, no API key required)","SUCCESS","0xd37f41bb7b9abf6a84585c1e7b7929111465bf5844a277386231588dbbbe6bea","344","1086","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"10","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","2622","Candide-Public (permissionless, no API key required)","SUCCESS","0x7bbb8c388ce3138606ad9d6ca993a4cc10026ad90fbbbcdfd619c3302b274187","354","2622","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"11","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","795","Candide-Public (permissionless, no API key required)","SUCCESS","0x7c56770231f301dbcce4f322a8506328b562ec14f0ba77c5f72d61e00adc39c4","359","795","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"12","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","792","Candide-Public (permissionless, no API key required)","SUCCESS","0xe0b97f1962ccc916d05b809d0f8ca46d426a0d6588c463f97a413469fb7a8b21","332","792","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"13","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","786","Candide-Public (permissionless, no API key required)","SUCCESS","0x70ecf155a6f64f5fabb92cc5f46cb45f180a11b1b364e001e48593638754e277","350","786","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"14","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","836","Candide-Public (permissionless, no API key required)","SUCCESS","0xe9f0035740c730acf21992c94c3ebee72306df2b9caa95505b448cecae487b4d","371","836","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"15","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","1501","Candide-Public (permissionless, no API key required)","SUCCESS","0xb4ee40ad76ddd379e2aa5e6a05e0d95a349972015c8fb82e3b3b798524d81b28","341","1501","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"16","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","4035","Candide-Public (permissionless, no API key required)","SUCCESS","0x703e23bbbf95a429aa16694ab4209b14557c2cabd31159af14960dc4db83ab46","934","4035","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"17","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","1059","Candide-Public (permissionless, no API key required)","SUCCESS","0x84f0c402d642107e96b067908e33064c9add0b48b8acfb6762a43e6638c95e10","1951","1059","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"18","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","1751","Candide-Public (permissionless, no API key required)","SUCCESS","0x77940c91f647df378fa6aa72ca4edce340b9884997a6bae403712947c94b5bc0","343","1751","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"19","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","864","Candide-Public (permissionless, no API key required)","SUCCESS","0xdd367bc132845de8245fcc3bfa7bf1434bd8c859b2a6c3eb5be5647f06739472","342","864","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"20","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","1530","Candide-Public (permissionless, no API key required)","SUCCESS","0x056b849131843bbaf5c31237e60bd94f40f69aaec404b3abca7b70bfb9ec7bc7","346","1530","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"21","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","809","Candide-Public (permissionless, no API key required)","SUCCESS","0xb73fc8f35fba2040db43c44183f63fceca1150859e93819f5f3982f8539a659c","354","809","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
"22","Pimlico-Hostile (invalid API key → 401/403 Forbidden)","REJECTED","HTTP 401: {\"statusCode\":401,\"error\":\"Unauthorized\",\"message\":\"invalid 'apikey' query parameter\"}","2070","Candide-Public (permissionless, no API key required)","SUCCESS","0xe8e7c0c2588c2d2cb9e853b8d86a6ed28a2205f9babd1c2ac9dffb3f46bcdc10","1275","2070","","true","No new paymaster-server signature required after failover; AOA eligibility is on-chain state."
